id,college_whynot,college_excited,college_challenge,gender_cat,so_cat,race_assn,parent_edu,primary_english,where_college
R_2VL5vZLyGjpxRi9,,MEETING PEOPLE THAT LOOK LIKE ME,JUST ADJUSTING TO COLLEGE LIFE IN GENERAL,cis woman,prefer not to say,Asian,Did not complete high school,No,University of California (UC)
R_9nSwsCcEushub4Z,,MAKING FRIENDS AND LEARNING ABOUT THE SUBJECTS I WANT TO STUDY,"LEARNING HOW TO PROPERLY SOCIALIZE AND COME OUT OF MY SHELL, AS WELL AS PAYING FOR EVERYTHING",cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,Associate degree,Yes,University of California (UC)
R_Ox83SXESPE90tUJ,,"EVERYTHING, MAKING NEW FRIENDS",BEING AWAY FROM HOME,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,University of California (UC)
R_8BvPb83CLbmUc9z,,FREEDOM OF PICKING CLASSES AND BEING ABLE TO DO WHAT I WANT.,BIGGEST CHALLENGE WOULD PROBABLY BE SOCIALIZING.,cis woman,straight/heterosexual ,Asian,Associate degree,No,California Community College (CCC)
R_2zCLmpbsbWRbi0F,,"I'M EXCITED TO CREATE MY OWN SCHEDULE AND FOLLOW MY PASSIONS. IN HIGH SCHOOL, YOU'RE STUCK ON THE SAME SCHEDULE AS EVERYONE ELSE. IN COLLEGE, YOU'RE GIVEN FREE WILL ALONG WITH THE RESPONSIBILITIES OF BEING AN ADULT. I'M EXCITED TO CREATE MY SCHOOL SCHEDULE AND INTERTWINE SOCIAL AND PERSONAL ACTIVITIES IN IT.","I THINK BALANCING MY MENTAL HEALTH WITH THIS NEW ENVIRONMENT WILL BE HARD. I STRUGGLE SOMETIMES AND I CAN GET OVERWHELMED AND SHUT EVERYTHING OUT, INCLUDING SCHOOL. IN COLLEGE, I WON'T EXACTLY HAVE THAT CHOICE. I CAN'T MISS CLASSES BECAUSE THEY'RE BEING PAID FOR.",cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California State University (CSU)
R_2uKFRvBBHyCWmVq,,"I REALLY WANT TO LIVE IN A DIFFERENT PLACE AND BE ABLE TO EXPLORE, HAVE FUN, AND MAKE SOME FRIENDS. I AM ALSO EXCITED ABOUT THE CAMPUS I'M GOING TO AS THERE ARE LOTS OF AMENITIES THERE.",I THINK PERFORMING WELL ACADEMICALLY IS A HUGE CHALLENGE AS COURSEWORK IN COLLEGE IS OBVIOUSLY HARDER THAN HIGH SCHOOL.,cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_1eWsc5UmBWxVrq2,,GETTING A FRESH START AND OPENING A NEW CHAPTER OF MY LIFE.,ADJUSTING TO BEING ON MY OWN.,cis woman,straight/heterosexual ,Black/African American,Associate degree,Yes,Private four-year college/university in California
R_2aDCCDaSjgcDFpo,,MOVING AND MEETING NEW PEOPLE,CHALLENGING ACADEMICS,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,Private four-year college/university in California
R_2TYGHviIfY5vaxH,,I AM EXCITED TO BE ABLE TO PREPARE MYSELF AND WORK TOWARDS MY FUTURE AS WELL AS BEING ABLE TO BUILD NEW RELATIONSHIPS WITH OTHERS.,I THINK THE BIGGEST CHALLENGE I’LL FACE WILL BE HAVING TO WORK ON MY PROCRASTINATION ISSUE.,cis man,straight/heterosexual ,Hispanic/Latinx,Associate degree,No,California Community College (CCC)
R_1ozOILAJSKcG9n7,,MORE FREEDOM,MORE RESPONSIBILITY,cis woman,straight/heterosexual ,White/Non-Hispanic,"Some college, no college degree",Yes,California Community College (CCC)
R_1zc9DPJYNz1thG9,,STARTING TO MAKE NEW FRIENDS AND LIVED A EXPERIENCE THAT MOST PEOPLE AROUND MY AGE WOULD NOT BE ABLE TO DO.,FINDING HOUSING FOR THE NEXT ACADEMIC YEARS AND MOST STUDIES FROM THE COURSE I CHOSE.,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,University of California (UC)
R_1PXLi8xoHsslic6,,A SENSE OF TAKING ON RESPONSIBILITY AND SOME FREEDOM.,FAILING,cis man,straight/heterosexual ,Black/African American,Associate degree,Yes,California Community College (CCC)
R_1H66JQxjsYLf6md,,"FINDING MY PEOPLE, SOCIAL ASPECT, LEARNING ABOUT THE THINGS I’M TRULY INTERESTED IN","BALANCING WORK, STUDIES, HEALTH AND SOCIAL LIFE",cis woman,straight/heterosexual ,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,College outside of California
R_bawaVaRSK5Hy5kl,,I’M EXCITED TO BE MORE INDEPENDENT AND STUDY THINGS I’M INTERESTED IN.,"I THINK MY BIGGEST CHALLENGE WILL BE PAYING MY TUITION. ALTHOUGH I WILL BE TAKING OUT STUDENT LOANS, I’LL ESSENTIALLY BE PAYING MY TUITION FOR YEARS AFTER I’VE GRADUATED.",cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_2zZuPIC89qRCMCD,,"THE EXPERIENCE, LEARN MORE, AND BEING MORE SOCIAL",PAYING FOR IT AFTER GETTING MY TWO YEARS FREE,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_cFUdn1KJnXl89Pj,,GRADUATE,TUITION AND MATH,cis woman,prefer not to say,Hispanic/Latinx,Don't know,No,California Community College (CCC)
R_324q6cUctM8xvNF,,BEING ABLE TO GAIN SOME INDEPENDENCE AND REAL WORLD EXPERIENCE OUTSIDE OF HIGH SCHOOL.,ADAPTING TO LIVING ON MY OWN.,nonbinary,other/queer/questioning,Hispanic/Latinx,"Some college, no college degree",Yes,California State University (CSU)
R_3oYOPJMpIHZVrEV,,I’M EXCITED TO BECOME SUCCESSFUL AND BUILD A CAREER.,STAYING MOTIVATED.,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California Community College (CCC)
R_QmmgMsMdalkajst,,LEARNING NEW THINGS AND GAINING DIFFERENT EXPERIENCES,HAVING TO MANAGE MY TIME WISELY.,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_qHZIlmvg7MV2Wm5,,"THERE ARE LOTS OF THINGS IM LOOKING FORWARD TO, BUT PERHAPS MOST OF ALL IS GETTING TO START ON MY OWN, I KNOW I’M SCARED RIGHT NOW BUT I FEEL LIKE I WILL -WITH TIME- ASSIMILATE TO THE NEW AMBIANCE. I HOPE TO GET TO MEET WONDERFUL NEW PEOPLE AND I HOPE THAT I CAN BRING MY PET WITH ME.",MOST LIKELY LIVING AWAY FROM HOME AND HAVING TO PAY FOR MOST OF MY EXPENSES.,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,University of California (UC)
R_2BqXLezSoaF6Gc7,,"IM EXCITED FOR NEW EXPERIENCES, PLACES, AND PEOPLE. I WILL BE STUDYING ON THE OTHER SIDE OF THE COUNTRY AS WELL AS IN EUROPE SO IT WILL BE A WHOLE LOT OF NEW.",BIGGEST CHALLENGE WILL SIMPLY BE THE RIGOR AND MY ABILITY TO BECOME COMPLETELY INDIVIDUALIZED AND RESPONSIBLE MOVING FORWARD INTO MY COLLEGE AND EVEN FURTHER TO MY CAREER.,cis man,straight/heterosexual ,Pacific Islander,Bachelor's degree,Yes,College outside of California
R_2y2igaSJdvQTgxG,,THE FREEDOM TO DO MORE SOCIALLY AND OUTSIDE OF THE CLASSROOM,STAYING ORGANIZED,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_2tyCjK5tljKDor7,,GETTING AN EDUCATION BASICALLY NONE OF MY FAMILY HAS EVER REALLY OR TRULY HAD. I WILL TECHNICALLY BE THE MOST ACCOMPLISHED PERSON SO FAR IF I REACH THAT POINT OF MY LIFE.,TIME AND THE DIFFICULTY OF WELDING AND EVEN GETTING INTO WELDING.,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_2q4tDlQzafadzLD,,"MEETING NEW PEOPLE, LEARNING NEW THINGS, DISCOVERING THE WORLD!","TIME MANAGEMENT, ADAPTING TO THE CHANGES AT FIRST, FORCING MYSELF TO SOCIALIZE.",cis man,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_2498jGvTy4TPmKK,,TO ALSO GET CLOSE TO DIFFERENT PEOPLE AND JUST THE OVERALL EXPERIENCE,ALL THE ASSIGNMENTS AND HOMEWORK,nonbinary,gay or lesbian,American Indian/Alaskan Native,Associate degree,Yes,California State University (CSU)
R_Aoo90nHdWx3N3kl,,MEETING NEW PEOPLE AND HAVE A DIFFERENT ENVIRONMENT.,TRANSPORTATION,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,Private four-year college/university in California
R_3lunGzsZW8xSCrB,,I’M EXCITED TO EXPIRANCE THE “COLLEGE LIFE” AND FINALLY BE IN CHARGE OF MY OWN EDUCATION AND WHAT I LEARN,I THINK MAKING FRIENDS AND SOCIALIZING WILL BE HARD,trans man,other/queer/questioning,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_3EMdnmyg7nfYd9Y,,THE MOST EXCITING PART IS TO LEAVE AND START ON MY OWN IN ANOTHER AREA WHERE IT'S A DIFFERENT ENVIRONMENT.,THE BIGGEST CHALLENGE IS SOCIALLY INTERACTING WITH MY PEERS AND CONSULERS ON CAMPUS. ANOTHER IS THE RESPONSIBILITY IS NOW ON ME.,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,University of California (UC)
R_3JCcxgcTzdy6FsT,,THE PRESTIGE. COLLEGE MARKS A GIANT PERSONAL ACCOMPLISH FOR ME TO SAY THAT I GO TO A TOP PUBLIC UNIVERSITY.,"THE DIFFICULTY OF SWITCHING MY MAJOR TO AN IMPACTED ONE, ESPECIALLY IN A LARGE PUBLIC SCHOOL WHERE IT’S DIFFICULT TO GET CLASSES.",trans man,asexual/aromantic/demisexual,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_3PieYDxVv1MqA34,,LIVING ON MY OWN WITH OUT MY PARENTS AND MAKING MY OWN CHOICES AND NOT GOING BETWEEN TWO HOUSES EVERY FEW DAYS,STUDYING AND KEEPING TRACK OF ALL MY WORK,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,Associate degree,Yes,College outside of California
R_1N4uMjlnoOOxaSI,,NEW COURSES AND SPORTS?,DOING IN-PERSON SCHOOLING AFTER SO LONG.,cis woman,prefer not to say,American Indian/Alaskan Native,"Some college, no college degree",Yes,California Community College (CCC)
R_2BhzahbXz78VrXY,,TO LIVE IN BOSTON AND MEET DIFFERENT PEOPLE. ALTHOUGH I WANTED TO ATTEND A UC I DID NOT GET THE OPPORTUNITY IN TIME.,MONEY,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,College outside of California
R_31GALXaOdhFakTg,,GETTING MY DEGREE,BALANCING CLASSES,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_3EG4Shk57CiNwXM,,NOT SURE I WOULD SAY THE FREEDOM THE RESPONSIBILITY GROWING UP ON A WHOLE OTHER LEVEL,PASSING,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_3L1QfLpcnHvcep5,,I AM EXCITED FOR IMPROVEMENT AND GETTING TO KNOW MORE ABOUT A PROFFECTION I AM EXCITED TO LEARN ABOUT AND GETTING TO MY FUTURE CAREER. :),A CHALLENGE I MIGHT FACE IS BEING NEW TO THE CAMPUS MEANING SHY AND MAYBE TRYING TO KEEP UP WITH MY GRADES.,nonbinary,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,"Vocational, technical, or career college in California"
R_e4bXJtQlE3ypak9,,'-FRESH START -COLLEGE EXPERIENCE,'-AFFORDABILITY,cis woman,asexual/aromantic/demisexual,Hispanic/Latinx,Did not complete high school,No,University of California (UC)
R_3iPTI18zQfXyb01,,I'M MOST EXCITED TO GO INTO COLLEGE SO I CAN GET A HIGHER LEVEL OF EDUCATION ON A SUBJECT I FIND INTERESTING AND THAT I CAN USE FOR A CAREER I'D ENJOY. TAKING THIS STEP INTO COLLEGE WILL OPEN MY EYES INTO SEEING THAT I AM A GROWN PERSON AND I WOULD LIKE TO TAKE FULL RESPONSIBILITY FOR MYSELF AND MY DOINGS. I LOOK FORWARD TO TRYING MY BEST IN SUCCEEDING AND BECOME THE BEST VERSION OF MYSELF THAT I CAN BE.,"I THINK THE BIGGEST CHALLENEG I'LL FACE DURING COLLEGE WILL BE TO COMPLETE ASSIGNMENTS ON TIME. I HAVE FOUND AN ALTURNATIVE FOR THIS PROBLEM BUT IT WOULD REQUIRE A LOT OF EFFORT, TIME, AND MONEY. I KNOW I WON'T GET NO WORK COMEPLETED AT HOME SO WORKING AND SAVING FOR AN APARTMENT WOULD BE THE BEST SOLUTION.",cis woman,gay or lesbian,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_20UyA4fDg1wWYJ7,,"I’M MOST EXCITED ABOUT RECEIVING A CHANGE OF PACE COMPARED TO HIGH SCHOOL. I’M EXCITED ABOUT HAVING THE LIBERTY OF CHOOSING MY OWN CLASSES AND REGISTERING ON MY OWN, ALREADY STARTING WITH HAVING MY OWN RESPONSIBILITIES TO TAKE CARE OF.","I’VE STRUGGLED WITH SELF-DISCIPLINE THROUGH OUT HIGH SCHOOL AND SINCE IN COLLEGE, PEOPLE ARE NOT MANDATING YOU TO GO TO CLASS, I THINK HAVING THE MOTIVATION AND DISCIPLINE TO TELL MYSELF TO GO TO CLASS WILL BE MY BIGGEST CHALLENGE.",cis woman,other/queer/questioning,Hispanic/Latinx,"Some college, no college degree",No,California Community College (CCC)
R_RsGwLgSrU6iq3e1,,I AM EXCITED ABOUT GETTING CLOSER TO ACHIEVING MY DREAMS AND GOALS!,"I THINK FINDING FRIENDS SINCE I AM GRADUATING A YEAR EARLY, MY FRIENDS WILL STILL BE IN HIGH SCHOOL.",cis woman,straight/heterosexual ,Asian,"Some college, no college degree",No,University of California (UC)
R_2y7Av0DcaNqS7tI,,MAKING NEW FRIENDS. HAVING A FRESH START WITH EVERYTHING. INVEST IN LEARNING ON MY MAJOR.,"ORGANIZATION, BEING ALONE/LEARNING STUFF ON MY OWN.",cis man,gay or lesbian,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_z6hP7VJhNtvPzqN,,LEARNING AND CONNECTIONS,FINANCIAL STABILITY.,cis man,straight/heterosexual ,American Indian/Alaskan Native,"Some college, no college degree",Yes,California State University (CSU)
R_26mOzqBxgCzxq4k,,BEING ABLE TO GET A DEGREE THAT COULD HELP TOWARDS MY DREAM JOB OF WILDLIFE BIOLOGIST,HIGH STRESS BECAUSE I KNOW ASSIGNMENTS WON’T BE EASY BUT I HAVE TO DO THEM ANYWAY,cis man,straight/heterosexual ,White/Non-Hispanic,"Some college, no college degree",Yes,California State University (CSU)
R_29aDqhXSUbG5Kqf,,THE TRANSITION,THE TRANSITION,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_3GpGxFQUXPBNcHD,,BEING IN A NEW ENVIRONMENT,"MAKING FRIENDS, FINDING ROOMMATES, AND MAINTAINING GOOD GRADES",cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",,University of California (UC)
R_ZwnFdEVSZjfWi9b,,"GETTING TO LEARN NEW STUDIES AND LIVING IN A NEW ENVIRONMENT,","BALANCING WORK AND STUDIES, WHILE FIGURING OUT MY FINANCIAL SITUATION.",cis man,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,University of California (UC)
R_29gAZKpqJmRDNa8,,GETTING TO MEANT NEW PEOPLE,BEING AWAY FROM MY FAMILY,cis man,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,College outside of California
R_31S3WFOr6tnHB3H,,WHAT I'M MOST EXCITED FOR COLLEGE IS FINDING OUT WHAT I'M PASSIONATE ABOUT AND FIND MY MOTIVATION TO KEEP GOING.,THE BIGGEST CHALLENGE THAT I'LL FACE WILL BE COLLEGE EXPENSES AND PASSING THE CLASS COURSES.,cis man,prefer not to say,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_1imu7FYzvSIznhK,,I’M EXCITED TO BEGIN MY CLASSES AS A TRAINING NURSE. I WANT TO WORK MY WAY UP TO A REGISTERED NURSE AND LASTLY A NICU NURSE.,LACK OF DETAILS AND RESOURCES FROM COUNSELORS. NO TRANSFER CREDITS AND FAILING MY CLASSES. NOT GETTING MY COLLEGE DIPLOMA OR CERTIFICATION. THERE ARE MORE BUT I FORGOT MOST OF THEM.,cis woman,straight/heterosexual ,Asian,"Some college, no college degree",Yes,"Vocational, technical, or career college in California"
R_10Nnxp83MeIBDRD,,UNSURE,SOCIALIZING,trans man,gay or lesbian,Hispanic/Latinx,Associate degree,Yes,California Community College (CCC)
R_3qONGZZgcVOgRRG,,MOVING OUT,LIVING ALONE,cis woman,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,California State University (CSU)
R_1I47c6IghXyeFqT,,TAKING CLASSES I’LL APPLY TO MY CAREER,BALANCING THE BENEFITS OF MOVING OUT WITH THE COSTS ASSOCIATED WITH IT,cis man,bisexual/pansexual/omnisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_ROhGLC7FyHnDxFT,,GETTING TO BE ON MY OWN AND DISCOVER NEW PEOPLE. I WOULD LIKE TO GET MORE INVOLVED WITH THE FRESH MAN COLLEGE STUDENTS THAT ARE JUST LIKE ME. I WOULD LIKE TO EXPERIENCE WHAT IT IS LIKE TO GROW UP AS MY OWN,MONEY. MY EDUCATION AS WELL LIKE STUDYING,cis man,asexual/aromantic/demisexual,Hispanic/Latinx,Don't know,Yes,California State University (CSU)
R_2zOzjmqpcTuaK0X,,"LEARNING TO BE INDEPENDENT, TAKING ENGINEERING CLASSES.",MANAGING MY TIME. I UNDERSTAND THAT I WON’T BE IN CLASS M-F FROM 8AM-3PM SO IT WILL BE TEMPTING TO THINK THAT I HAVE A LOT OF FREE TIME.,cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_scklfQL9p7f3Uop,,I AM EXCITED FOR THE FREEDOM THAT COMES WITH COLLEGE AND EXPERIENCING A WHOLE NEW ENVIRONMENT. I HOPE TO MEET NEW PEOPLE AND LEARN ABOUT THE CAREER I WANT,THE COMPLETE TRANSITION BETWEEN BEING DEPENDENT TO BEING INDEPENDENT,cis woman,straight/heterosexual ,Hispanic/Latinx,Associate degree,No,"Vocational, technical, or career college in California"
R_3NVPZszSCSuk30v,,NEW ADVENTURE,,cis man,straight/heterosexual ,Black/African American,"Some college, no college degree",Yes,University of California (UC)
R_QgMyqBxQTCdQ39n,,"I'M REALLY EXCITED TO BE IN A NEW PLACE, THOUGH THAT IS ONE OF MY MAIN WORRIES. I FEEL LIKE IT COULD BE REALLY AMAZING IF I LET MYSELF ADAPT. I FEEL LIKE IT'S ALSO A FRESH START, AND I CAN BE MORE OPEN AND LESS INSECURE ABOUT MYSELF.","I THINK I'LL BE REALLY HOMESICK. I THINK I ALSO MIGHT STRESS ABOUT BALANCING TIME, TRYING TO STUDY MORE, ETC.",cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_3FVQwtIjLf97a1l,,DECORATING MY DORM,BEING AWAY FROM FAMILY,cis woman,straight/heterosexual ,Black/African American,Bachelor's degree,Yes,University of California (UC)
R_vlCxzcEOT3NmDWp,,"I AM MAINLY EXCITED TO BE EXPLORING A NEW CAMPUS, MEETING NEW PEOPLE AND STARTING MY ADULT LIFE IN COLLEGE. I AM VERY INTERESTED IN GOING FURTHER INTO MY FUTURE CAREER OF FILMMAKING IN COLLEGE AND MEETING NEW PEOPLE WHO WILL HAVE THE SAME INTERESTS AS ME OVER THERE AS WELL.",THE BIGGEST CHALLENGE I WILL FACE WILL MAINLY JUST TRYING TO ADJUST INTO A LIFE OF BEING ON MY OWN FOR THE MOST PART.,cis man,straight/heterosexual ,Hispanic/Latinx,Associate degree,Yes,California State University (CSU)
R_2aJ5aknECCY3vOP,,"GETTING TO EXPERIENCE SOMETHING NEW, IN A COMPLETELY DIFFERENT ENVIRONMENT THAN I HAVE EVER EXPERIENCED BEFORE.",PROBABLY ADAPTING TO NEW SOCIAL AND ACADEMIC PRESSURES.,cis woman,gay or lesbian,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_28YWRxXaHwI1wvc,,NEW EXPERIENCE,BEING SOCIAL,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,California Community College (CCC)
R_tGSCEXo2rsIuBR7,,"FREEDOM, CLUBS, LABS, MAYBE DORMS","PAYING FOR COLLEGE, FINDING THE RIGHT FRIENDS, PERFORMING WELLING IN CLASSES",cis man,straight/heterosexual ,Asian,"Some college, no college degree",No,California State University (CSU)
R_2y9PyIETcdautgl,,"IM MOST EXCITED FOR THE NEW DRASTIC CHANGE OF LIVING AWAY FROM HOME, AND MAKING NEW FRIENDS.",I THINK MANAGING THE WORKLOAD FROM ALL MY DIFFERENT CLASSES WILL BE THE BIGGEST CHALLENGE.,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,Bachelor's degree,Yes,University of California (UC)
R_3Oe1a1MAvd8Cn3F,,I AM MOST EXCITED TO MEET NEW PEOPLE AND HAVE A CHANGE OF ATMOSPHERE. I LOOK FORWARD TO TAKING CLASSES THAT INTEREST ME.,I THINK THE BIGGEST CHALLENGE I WILL FACE IN COLLEGE IS STEPPING OUT OF MY COMFORT ZONE TO MAKE NEW FRIENDS.,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,No,California State University (CSU)
R_2SqKcR9x7lgMwPo,,"LIVING IN THE DORMS, MAKING BEW FRIENDS AND LEARNING ABOUT THE THINGS THAT I'M MORE INTERESTED IN.",NOT SEEING MY FAMILY AND OLD FRIENDS EVERYDAY,cis woman,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,No,California State University (CSU)
R_u9SSvTW4hGD4EPT,,I AM MOSTLY EXCITED ABOUT HAVING TO KEARN MORE AND BE ABLE TO CONTINUE STUDIES IN COLLEGE.,I THINK THAT THE BIGGEST CHALLENGE THAT I WILL FACE IN COLLEGE IS THAT THE INTENSE OF STUDY AND THR TIME MANAGMENT.,cis man,straight/heterosexual ,Filipino,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,California State University (CSU)
R_1P1L6dg51YToOr2,,MOVING AWAY AND BEING INDEPENDENT,FINANCIAL AND MONEY ISSUES,nonbinary,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,University of California (UC)
R_2ON1kbWYPKAQYN7,,"I AM EXCITED TO TAKE A STEP CLOSER TO BEGINNING MY LIFE. I AM EXCITED TO SEE WHAT I WILL LEARN, NEW PEOPLE I WILL MEET. I AM VERY EXCITED ABOUT GETTING A COLLEGE EDUCATION BECAUSE IT’S SOMETHING THAT MEANS A LOT TO MY FAMILY AS A FIRST GENERATION COLLEGE STUDENT WITH A SINGLE PARENT. I AM MOST EXCITED ABOUT THE STEP CLOSER I WILL BE TO ACCOMPLISHING MY GOALS AND BEGIN MY SUCCESS.",I THINK THE BIGGEST CHALLENGE I FACE IN COLLEGE WOULD BE NOT LETTING ALL THE WORK STRESS ME OUT. I HAVE A STEADY PLAN FOR WHEN IM IN COLLEGE AND A BIG CHALLENGE IS MAKING SURE EVERYTHING GOES ACCORDINGLY.,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,No,California State University (CSU)
R_2PoltGziUSkOPyi,,"I AM MOST EXCITED ABOUT THE COLLEGE DORM EXPERIENCE, THE NEW PACE OF COURSEWORK, AND MEETING NEW PEOPLE IN MY RESPECTIVE MAJOR.","I THINK I WILL STRUGGLE ASKING FOR HELP, EVEN WITH PROFESSORS HOSTING OFFICES HOURS. I THINK I MAY ALSO STRUGGLE WITH MAKING FRIENDS OR CREATING RELATIONSHIPS WITH MY PEERS.",cis woman,bisexual/pansexual/omnisexual,Asian,Did not complete high school,No,University of California (UC)
R_1OCcBexPyIZy9wf,,"I AM MOST EXCITED ABOUT GETTING MY HANDS DIRTY, WORKING ON HANDS-ON PROJECTS, AND BUILDING THINGS AT SCHOOL. IN ENGINEERING, I HOPE TO HAVE FUN ALONGSIDE COMPLETING THE CHALLENGING CLASSES REQUIRED TO EARN AN ENGINEERING DEGREE.","I THINK THAT THE LARGEST CHALLENGE FOR ME WILL BE OVERCOMING THE HOUSING SITUATION. I WILL BE STAYING WITH SOME CLOSE FRIENDS BUT IN GENERAL, COMMUNITY BATHROOMS AND LIVING WITH OTHERS IN THE SAME ROOM WILL TAKE TIME TO GET USED TO.",cis man,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,California State University (CSU)
R_1pxPHQyvjcDabd1,,"STUDYING SOMETHING I’M INTERESTED IN, MAKING NEW FRIENDS, GETTING A JOB, AND MAKING NEW EXPERIENCES",I THINK I WILL STRUGGLE THE MOST FINANCIALLY BECAUSE THAT HAS ALWAYS BEEN THE MAIN ISSUE IN MY LIFE AND WITH MY FAMILY.,cis woman,straight/heterosexual ,Black/African American,Did not complete high school,Yes,California Community College (CCC)
